title,venue,year,source_group,published,arxiv_id,file,bytes,duplicate_count,duplicates,url,pdf_url
End-to-End Entity-Predicate Association Reasoning for Dynamic Scene Graph Generation,ICCV,2025,CCF-A/CVF-scrape,,,/Users/pespi/Code/download/2025_ICCV_End_to_End_Entity_Predicate_Association_Reasoning_for_Dynamic_Scene_Graph_Generation.pdf,1857752,0,[],https://openaccess.thecvf.com/content/ICCV2025/papers/Wang_End-to-End_Entity-Predicate_Association_Reasoning_for_Dynamic_Scene_Graph_Generation_ICCV_2025_paper.pdf,https://openaccess.thecvf.com/content/ICCV2025/papers/Wang_End-to-End_Entity-Predicate_Association_Reasoning_for_Dynamic_Scene_Graph_Generation_ICCV_2025_paper.pdf
FROSS: Faster-than-Real-Time Online 3D Semantic Scene Graph Generation from RGB-D Images,ICCV,2025,CCF-A,,,/Users/pespi/Code/download/2025_ICCV_FROSS_Faster_than_Real_Time_Online_3D_Semantic_Scene_Graph_Generation_from_RGB_D_Images.pdf,20268665,0,[],https://arxiv.org/pdf/2507.19993,https://arxiv.org/pdf/2507.19993
Leveraging Panoptic Scene Graph for Evaluating Fine-Grained Text-to-Image Generation,ICCV,2025,CCF-A/CVF-scrape,,,/Users/pespi/Code/download/2025_ICCV_Leveraging_Panoptic_Scene_Graph_for_Evaluating_Fine_Grained_Text_to_Image_Generation.pdf,1551080,0,[],https://openaccess.thecvf.com/content/ICCV2025/papers/Deng_Leveraging_Panoptic_Scene_Graph_for_Evaluating_Fine-Grained_Text-to-Image_Generation_ICCV_2025_paper.pdf,https://openaccess.thecvf.com/content/ICCV2025/papers/Deng_Leveraging_Panoptic_Scene_Graph_for_Evaluating_Fine-Grained_Text-to-Image_Generation_ICCV_2025_paper.pdf
Scene Graph Guided Generation: Enable Accurate Relations Generation in Text-to-Image Models via Textural Rectification,ICCV,2025,CCF-A/CVF-scrape,,,/Users/pespi/Code/download/2025_ICCV_Scene_Graph_Guided_Generation_Enable_Accurate_Relations_Generation_in_Text_to_Image_Models_via_Textural_Rectification.pdf,5230183,0,[],https://openaccess.thecvf.com/content/ICCV2025/papers/Shen_Scene_Graph_Guided_Generation_Enable_Accurate_Relations_Generation_in_Text-to-Image_ICCV_2025_paper.pdf,https://openaccess.thecvf.com/content/ICCV2025/papers/Shen_Scene_Graph_Guided_Generation_Enable_Accurate_Relations_Generation_in_Text-to-Image_ICCV_2025_paper.pdf
Statistical Confidence Rescoring for Robust 3D Scene Graph Generation from Multi-View Images,ICCV,2025,CCF-A,,,/Users/pespi/Code/download/2025_ICCV_Statistical_Confidence_Rescoring_for_Robust_3D_Scene_Graph_Generation_from_Multi_View_Images.pdf,3357932,0,[],https://arxiv.org/pdf/2508.06546,https://arxiv.org/pdf/2508.06546
TRKT: Weakly Supervised Dynamic Scene Graph Generation with Temporal-enhanced Relation-aware Knowledge Transferring,ICCV,2025,CCF-A,,,/Users/pespi/Code/download/2025_ICCV_TRKT_Weakly_Supervised_Dynamic_Scene_Graph_Generation_with_Temporal_enhanced_Relation_aware_Knowledge_Transferring.pdf,6632851,0,[],https://arxiv.org/pdf/2508.04943,https://arxiv.org/pdf/2508.04943
Vision-Language Interactive Relation Mining for Open-Vocabulary Scene Graph Generation,ICCV,2025,CCF-A/CVF-scrape,,,/Users/pespi/Code/download/2025_ICCV_Vision_Language_Interactive_Relation_Mining_for_Open_Vocabulary_Scene_Graph_Generation.pdf,10230255,0,[],https://openaccess.thecvf.com/content/ICCV2025/papers/Min_Vision-Language_Interactive_Relation_Mining_for_Open-Vocabulary_Scene_Graph_Generation_ICCV_2025_paper.pdf,https://openaccess.thecvf.com/content/ICCV2025/papers/Min_Vision-Language_Interactive_Relation_Mining_for_Open-Vocabulary_Scene_Graph_Generation_ICCV_2025_paper.pdf
STAR: A First-Ever Dataset and A Large-Scale Benchmark for Scene Graph Generation in Large-Size VHR Satellite Imagery,TPAMI,2025,CCF-A,,,/Users/pespi/Code/download/2025_TPAMI_STAR_A_First_Ever_Dataset_and_A_Large_Scale_Benchmark_for_Scene_Graph_Generation_in_Large_Size_VHR_Satellite_Imagery.pdf,1045502,0,[],https://arxiv.org/pdf/2404.09410,https://arxiv.org/pdf/2404.09410
A Causal Adjustment Module for Debiasing Scene Graph Generation,arXiv,2025,arXiv-2025-2026,2025-03-22,2503.17862v1,/Users/pespi/Code/download/2025_arXiv_A_Causal_Adjustment_Module_for_Debiasing_Scene_Graph_Generation.pdf,3188571,0,[],https://arxiv.org/pdf/2503.17862v1,https://arxiv.org/pdf/2503.17862v1
A Reverse Causal Framework to Mitigate Spurious Correlations for Debiasing Scene Graph Generation,arXiv,2025,arXiv-2025-2026,2025-05-29,2505.23451v1,/Users/pespi/Code/download/2025_arXiv_A_Reverse_Causal_Framework_to_Mitigate_Spurious_Correlations_for_Debiasing_Scene_Graph_Generation.pdf,57344,0,[],https://arxiv.org/pdf/2505.23451v1,https://arxiv.org/pdf/2505.23451v1
Assured Autonomy with Neuro-Symbolic Perception,arXiv,2025,arXiv-2025-2026,2025-05-27,2505.21322v1,/Users/pespi/Code/download/2025_arXiv_Assured_Autonomy_with_Neuro_Symbolic_Perception.pdf,17811632,0,[],https://arxiv.org/pdf/2505.21322v1,https://arxiv.org/pdf/2505.21322v1
Click2Graph: Interactive Panoptic Video Scene Graphs from a Single Click,arXiv,2025,arXiv-2025-2026,2025-11-20,2511.15948v2,/Users/pespi/Code/download/2025_arXiv_Click2Graph_Interactive_Panoptic_Video_Scene_Graphs_from_a_Single_Click.pdf,3863552,0,[],https://arxiv.org/pdf/2511.15948v2,https://arxiv.org/pdf/2511.15948v2
Compile Scene Graphs with Reinforcement Learning,arXiv,2025,arXiv-2025-2026,2025-04-18,2504.13617v4,/Users/pespi/Code/download/2025_arXiv_Compile_Scene_Graphs_with_Reinforcement_Learning.pdf,2670071,0,[],https://arxiv.org/pdf/2504.13617v4,https://arxiv.org/pdf/2504.13617v4
DIFFVSGG: Diffusion-Driven Online Video Scene Graph Generation,arXiv,2025,arXiv-2025-2026,2025-03-18,2503.13957v1,/Users/pespi/Code/download/2025_arXiv_DIFFVSGG_Diffusion_Driven_Online_Video_Scene_Graph_Generation.pdf,1107665,0,[],https://arxiv.org/pdf/2503.13957v1,https://arxiv.org/pdf/2503.13957v1
FDSG: Forecasting Dynamic Scene Graphs,arXiv,2025,arXiv-2025-2026,2025-06-02,2506.01487v2,/Users/pespi/Code/download/2025_arXiv_FDSG_Forecasting_Dynamic_Scene_Graphs.pdf,18917413,0,[],https://arxiv.org/pdf/2506.01487v2,https://arxiv.org/pdf/2506.01487v2
From Data to Modeling: Fully Open-vocabulary Scene Graph Generation,arXiv,2025,arXiv-2025-2026,2025-05-26,2505.20106v1,/Users/pespi/Code/download/2025_arXiv_From_Data_to_Modeling_Fully_Open_vocabulary_Scene_Graph_Generation.pdf,11633038,0,[],https://arxiv.org/pdf/2505.20106v1,https://arxiv.org/pdf/2505.20106v1
FunGraph: Functionality Aware 3D Scene Graphs for Language-Prompted Scene Interaction,arXiv,2025,arXiv-2025-2026,2025-03-10,2503.07909v2,/Users/pespi/Code/download/2025_arXiv_FunGraph_Functionality_Aware_3D_Scene_Graphs_for_Language_Prompted_Scene_Interaction.pdf,6207134,0,[],https://arxiv.org/pdf/2503.07909v2,https://arxiv.org/pdf/2503.07909v2
GaussianGraph: 3D Gaussian-based Scene Graph Generation for Open-world Scene Understanding,arXiv,2025,arXiv-2025-2026,2025-03-06,2503.04034v1,/Users/pespi/Code/download/2025_arXiv_GaussianGraph_3D_Gaussian_based_Scene_Graph_Generation_for_Open_world_Scene_Understanding.pdf,5882188,0,[],https://arxiv.org/pdf/2503.04034v1,https://arxiv.org/pdf/2503.04034v1
Generalized Visual Relation Detection with Diffusion Models,arXiv,2025,arXiv-2025-2026,2025-04-16,2504.12100v1,/Users/pespi/Code/download/2025_arXiv_Generalized_Visual_Relation_Detection_with_Diffusion_Models.pdf,8113487,0,[],https://arxiv.org/pdf/2504.12100v1,https://arxiv.org/pdf/2504.12100v1
Hi-Dyna Graph: Hierarchical Dynamic Scene Graph for Robotic Autonomy in Human-Centric Environments,arXiv,2025,arXiv-2025-2026,2025-05-30,2506.00083v1,/Users/pespi/Code/download/2025_arXiv_Hi_Dyna_Graph_Hierarchical_Dynamic_Scene_Graph_for_Robotic_Autonomy_in_Human_Centric_Environments.pdf,3185123,0,[],https://arxiv.org/pdf/2506.00083v1,https://arxiv.org/pdf/2506.00083v1
Interaction-Centric Knowledge Infusion and Transfer for Open-Vocabulary Scene Graph Generation,arXiv,2025,arXiv-2025-2026,2025-11-08,2511.05935v1,/Users/pespi/Code/download/2025_arXiv_Interaction_Centric_Knowledge_Infusion_and_Transfer_for_Open_Vocabulary_Scene_Graph_Generation.pdf,8160139,0,[],https://arxiv.org/pdf/2511.05935v1,https://arxiv.org/pdf/2511.05935v1
LLM Meets Scene Graph: Can Large Language Models Understand and Generate Scene Graphs? A Benchmark and Empirical Study,arXiv,2025,arXiv-2025-2026,2025-05-26,2505.19510v2,/Users/pespi/Code/download/2025_arXiv_LLM_Meets_Scene_Graph_Can_Large_Language_Models_Understand_and_Generate_Scene_Graphs_A_Benchmark_and_Empirical_Study.pdf,2934196,0,[],https://arxiv.org/pdf/2505.19510v2,https://arxiv.org/pdf/2505.19510v2
Language-Driven Object-Oriented Two-Stage Method for Scene Graph Anticipation,arXiv,2025,arXiv-2025-2026,2025-09-06,2509.05661v2,/Users/pespi/Code/download/2025_arXiv_Language_Driven_Object_Oriented_Two_Stage_Method_for_Scene_Graph_Anticipation.pdf,1568161,0,[],https://arxiv.org/pdf/2509.05661v2,https://arxiv.org/pdf/2509.05661v2
Leveraging V2X for Collaborative HD Maps Construction Using Scene Graph Generation,arXiv,2025,arXiv-2025-2026,2025-02-14,2502.10127v2,/Users/pespi/Code/download/2025_arXiv_Leveraging_V2X_for_Collaborative_HD_Maps_Construction_Using_Scene_Graph_Generation.pdf,787497,0,[],https://arxiv.org/pdf/2502.10127v2,https://arxiv.org/pdf/2502.10127v2
MM-OR: A Large Multimodal Operating Room Dataset for Semantic Understanding of High-Intensity Surgical Environments,arXiv,2025,arXiv-2025-2026,2025-03-04,2503.02579v1,/Users/pespi/Code/download/2025_arXiv_MM_OR_A_Large_Multimodal_Operating_Room_Dataset_for_Semantic_Understanding_of_High_Intensity_Surgical_Environments.pdf,4341816,0,[],https://arxiv.org/pdf/2503.02579v1,https://arxiv.org/pdf/2503.02579v1
Measuring Image-Relation Alignment: Reference-Free Evaluation of VLMs and Synthetic Pre-training for Open-Vocabulary Scene Graph Generation,arXiv,2025,arXiv-2025-2026,2025-09-01,2509.01209v1,/Users/pespi/Code/download/2025_arXiv_Measuring_Image_Relation_Alignment_Reference_Free_Evaluation_of_VLMs_and_Synthetic_Pre_training_for_Open_Vocabulary_Scen.pdf,3489291,0,[],https://arxiv.org/pdf/2509.01209v1,https://arxiv.org/pdf/2509.01209v1
NuScenes-SpatialQA: A Spatial Understanding and Reasoning Benchmark for Vision-Language Models in Autonomous Driving,arXiv,2025,arXiv-2025-2026,2025-04-04,2504.03164v2,/Users/pespi/Code/download/2025_arXiv_NuScenes_SpatialQA_A_Spatial_Understanding_and_Reasoning_Benchmark_for_Vision_Language_Models_in_Autonomous_Driving.pdf,15950618,0,[],https://arxiv.org/pdf/2504.03164v2,https://arxiv.org/pdf/2504.03164v2
Open World Scene Graph Generation using Vision Language Models,arXiv,2025,arXiv-2025-2026,2025-06-09,2506.08189v1,/Users/pespi/Code/download/2025_arXiv_Open_World_Scene_Graph_Generation_using_Vision_Language_Models.pdf,12288,0,[],https://arxiv.org/pdf/2506.08189v1,https://arxiv.org/pdf/2506.08189v1
Open-World 3D Scene Graph Generation for Retrieval-Augmented Reasoning,arXiv,2025,arXiv-2025-2026,2025-11-08,2511.05894v1,/Users/pespi/Code/download/2025_arXiv_Open_World_3D_Scene_Graph_Generation_for_Retrieval_Augmented_Reasoning.pdf,3877823,0,[],https://arxiv.org/pdf/2511.05894v1,https://arxiv.org/pdf/2511.05894v1
PRISM-0: A Predicate-Rich Scene Graph Generation Framework for Zero-Shot Open-Vocabulary Tasks,arXiv,2025,arXiv-2025-2026,2025-04-01,2504.00844v2,/Users/pespi/Code/download/2025_arXiv_PRISM_0_A_Predicate_Rich_Scene_Graph_Generation_Framework_for_Zero_Shot_Open_Vocabulary_Tasks.pdf,12288,0,[],https://arxiv.org/pdf/2504.00844v2,https://arxiv.org/pdf/2504.00844v2
RS-Net: Context-Aware Relation Scoring for Dynamic Scene Graph Generation,arXiv,2025,arXiv-2025-2026,2025-11-11,2511.08651v1,/Users/pespi/Code/download/2025_arXiv_RS_Net_Context_Aware_Relation_Scoring_for_Dynamic_Scene_Graph_Generation.pdf,1266058,0,[],https://arxiv.org/pdf/2511.08651v1,https://arxiv.org/pdf/2511.08651v1
Robo-SGG: Exploiting Layout-Oriented Normalization and Restitution Can Improve Robust Scene Graph Generation,arXiv,2025,arXiv-2025-2026,2025-04-17,2504.12606v2,/Users/pespi/Code/download/2025_arXiv_Robo_SGG_Exploiting_Layout_Oriented_Normalization_and_Restitution_Can_Improve_Robust_Scene_Graph_Generation.pdf,8192,0,[],https://arxiv.org/pdf/2504.12606v2,https://arxiv.org/pdf/2504.12606v2
SAMJAM: Zero-Shot Video Scene Graph Generation for Egocentric Kitchen Videos,arXiv,2025,arXiv-2025-2026,2025-04-10,2504.07867v1,/Users/pespi/Code/download/2025_arXiv_SAMJAM_Zero_Shot_Video_Scene_Graph_Generation_for_Egocentric_Kitchen_Videos.pdf,7016503,0,[],https://arxiv.org/pdf/2504.07867v1,https://arxiv.org/pdf/2504.07867v1
SCENIR: Visual Semantic Clarity through Unsupervised Scene Graph Retrieval,arXiv,2025,arXiv-2025-2026,2025-05-21,2505.15867v1,/Users/pespi/Code/download/2025_arXiv_SCENIR_Visual_Semantic_Clarity_through_Unsupervised_Scene_Graph_Retrieval.pdf,17941275,0,[],https://arxiv.org/pdf/2505.15867v1,https://arxiv.org/pdf/2505.15867v1
SPADE: Spatial-Aware Denoising Network for Open-vocabulary Panoptic Scene Graph Generation with Long- and Local-range Context Reasoning,arXiv,2025,arXiv-2025-2026,2025-07-08,2507.05798v1,/Users/pespi/Code/download/2025_arXiv_SPADE_Spatial_Aware_Denoising_Network_for_Open_vocabulary_Panoptic_Scene_Graph_Generation_with_Long_and_Local_range_Cont.pdf,792347,0,[],https://arxiv.org/pdf/2507.05798v1,https://arxiv.org/pdf/2507.05798v1
Salient Temporal Encoding for Dynamic Scene Graph Generation,arXiv,2025,arXiv-2025-2026,2025-03-15,2503.14524v1,/Users/pespi/Code/download/2025_arXiv_Salient_Temporal_Encoding_for_Dynamic_Scene_Graph_Generation.pdf,4730880,0,[],https://arxiv.org/pdf/2503.14524v1,https://arxiv.org/pdf/2503.14524v1
THYME: Temporal Hierarchical-Cyclic Interactivity Modeling for Video Scene Graphs in Aerial Footage,arXiv,2025,arXiv-2025-2026,2025-07-12,2507.09200v1,/Users/pespi/Code/download/2025_arXiv_THYME_Temporal_Hierarchical_Cyclic_Interactivity_Modeling_for_Video_Scene_Graphs_in_Aerial_Footage.pdf,10384885,0,[],https://arxiv.org/pdf/2507.09200v1,https://arxiv.org/pdf/2507.09200v1
Taking A Closer Look at Interacting Objects: Interaction-Aware Open Vocabulary Scene Graph Generation,arXiv,2025,arXiv-2025-2026,2025-02-06,2502.03856v1,/Users/pespi/Code/download/2025_arXiv_Taking_A_Closer_Look_at_Interacting_Objects_Interaction_Aware_Open_Vocabulary_Scene_Graph_Generation.pdf,3700409,0,[],https://arxiv.org/pdf/2502.03856v1,https://arxiv.org/pdf/2502.03856v1
Towards Terrain-Aware Task-Driven 3D Scene Graph Generation in Outdoor Environments,arXiv,2025,arXiv-2025-2026,2025-06-06,2506.06562v1,/Users/pespi/Code/download/2025_arXiv_Towards_Terrain_Aware_Task_Driven_3D_Scene_Graph_Generation_in_Outdoor_Environments.pdf,1887708,0,[],https://arxiv.org/pdf/2506.06562v1,https://arxiv.org/pdf/2506.06562v1
UNO: Unifying One-stage Video Scene Graph Generation via Object-Centric Visual Representation Learning,arXiv,2025,arXiv-2025-2026,2025-09-07,2509.06165v5,/Users/pespi/Code/download/2025_arXiv_UNO_Unifying_One_stage_Video_Scene_Graph_Generation_via_Object_Centric_Visual_Representation_Learning.pdf,14147263,0,[],https://arxiv.org/pdf/2509.06165v5,https://arxiv.org/pdf/2509.06165v5
UniQ: Unified Decoder with Task-specific Queries for Efficient Scene Graph Generation,arXiv,2025,arXiv-2025-2026,2025-01-10,2501.05687v1,/Users/pespi/Code/download/2025_arXiv_UniQ_Unified_Decoder_with_Task_specific_Queries_for_Efficient_Scene_Graph_Generation.pdf,2444340,0,[],https://arxiv.org/pdf/2501.05687v1,https://arxiv.org/pdf/2501.05687v1
VOST-SGG: VLM-Aided One-Stage Spatio-Temporal Scene Graph Generation,arXiv,2025,arXiv-2025-2026,2025-12-05,2512.05524v2,/Users/pespi/Code/download/2025_arXiv_VOST_SGG_VLM_Aided_One_Stage_Spatio_Temporal_Scene_Graph_Generation.pdf,2715648,0,[],https://arxiv.org/pdf/2512.05524v2,https://arxiv.org/pdf/2512.05524v2
Weakly Supervised Video Scene Graph Generation via Natural Language Supervision,arXiv,2025,arXiv-2025-2026,2025-02-21,2502.15370v1,/Users/pespi/Code/download/2025_arXiv_Weakly_Supervised_Video_Scene_Graph_Generation_via_Natural_Language_Supervision.pdf,2294027,0,[],https://arxiv.org/pdf/2502.15370v1,https://arxiv.org/pdf/2502.15370v1
What can Off-the-Shelves Large Multi-Modal Models do for Dynamic Scene Graph Generation?,arXiv,2025,arXiv-2025-2026,2025-03-20,2503.15846v1,/Users/pespi/Code/download/2025_arXiv_What_can_Off_the_Shelves_Large_Multi_Modal_Models_do_for_Dynamic_Scene_Graph_Generation.pdf,13639871,0,[],https://arxiv.org/pdf/2503.15846v1,https://arxiv.org/pdf/2503.15846v1
ZING-3D: Zero-shot Incremental 3D Scene Graphs via Vision-Language Models,arXiv,2025,arXiv-2025-2026,2025-10-24,2510.21069v1,/Users/pespi/Code/download/2025_arXiv_ZING_3D_Zero_shot_Incremental_3D_Scene_Graphs_via_Vision_Language_Models.pdf,4487785,0,[],https://arxiv.org/pdf/2510.21069v1,https://arxiv.org/pdf/2510.21069v1
CAGE-SGG: Counterfactual Active Graph Evidence for Open-Vocabulary Scene Graph Generation,arXiv,2026,arXiv-2025-2026,2026-04-24,2604.22274v7,/Users/pespi/Code/download/2026_arXiv_CAGE_SGG_Counterfactual_Active_Graph_Evidence_for_Open_Vocabulary_Scene_Graph_Generation.pdf,1621041,0,[],https://arxiv.org/pdf/2604.22274v7,https://arxiv.org/pdf/2604.22274v7
"Can We Build Scene Graphs, Not Classify Them? FlowSG: Progressive Image-Conditioned Scene Graph Generation with Flow Matching",arXiv,2026,arXiv-2025-2026,2026-04-18,2604.18623v1,/Users/pespi/Code/download/2026_arXiv_Can_We_Build_Scene_Graphs_Not_Classify_Them_FlowSG_Progressive_Image_Conditioned_Scene_Graph_Generation_with_Flow_Matchi.pdf,1463563,0,[],https://arxiv.org/pdf/2604.18623v1,https://arxiv.org/pdf/2604.18623v1
DSFlash: Comprehensive Panoptic Scene Graph Generation in Realtime,arXiv,2026,arXiv-2025-2026,2026-03-11,2603.10538v1,/Users/pespi/Code/download/2026_arXiv_DSFlash_Comprehensive_Panoptic_Scene_Graph_Generation_in_Realtime.pdf,9265494,0,[],https://arxiv.org/pdf/2603.10538v1,https://arxiv.org/pdf/2603.10538v1
Dependency-Aware Discrete Diffusion for Scene Graph Generation,arXiv,2026,arXiv-2025-2026,2026-05-09,2605.09065v1,/Users/pespi/Code/download/2026_arXiv_Dependency_Aware_Discrete_Diffusion_for_Scene_Graph_Generation.pdf,241664,0,[],https://arxiv.org/pdf/2605.09065v1,https://arxiv.org/pdf/2605.09065v1
Fixed External Cameras as Common Prior Maps for Active 3D Scene Graph Generation,arXiv,2026,arXiv-2025-2026,2026-05-18,2605.18184v1,/Users/pespi/Code/download/2026_arXiv_Fixed_External_Cameras_as_Common_Prior_Maps_for_Active_3D_Scene_Graph_Generation.pdf,1096580,0,[],https://arxiv.org/pdf/2605.18184v1,https://arxiv.org/pdf/2605.18184v1
Frequency-guided Multi-level Reasoning for Scene Graph Generation in Video,arXiv,2026,arXiv-2025-2026,2026-04-19,2604.17298v1,/Users/pespi/Code/download/2026_arXiv_Frequency_guided_Multi_level_Reasoning_for_Scene_Graph_Generation_in_Video.pdf,1889512,0,[],https://arxiv.org/pdf/2604.17298v1,https://arxiv.org/pdf/2604.17298v1
Hazard-Aware Traffic Scene Graph Generation,arXiv,2026,arXiv-2025-2026,2026-03-03,2603.03584v2,/Users/pespi/Code/download/2026_arXiv_Hazard_Aware_Traffic_Scene_Graph_Generation.pdf,4439204,0,[],https://arxiv.org/pdf/2603.03584v2,https://arxiv.org/pdf/2603.03584v2
Learning Context-Conditioned Predicate Semantics via Prototype Feedback,arXiv,2026,arXiv-2025-2026,2026-05-28,2605.29610v1,/Users/pespi/Code/download/2026_arXiv_Learning_Context_Conditioned_Predicate_Semantics_via_Prototype_Feedback.pdf,3453972,0,[],https://arxiv.org/pdf/2605.29610v1,https://arxiv.org/pdf/2605.29610v1
MA3DSG: Multi-Agent 3D Scene Graph Generation for Large-Scale Indoor Environments,arXiv,2026,arXiv-2025-2026,2026-02-04,2602.04152v1,/Users/pespi/Code/download/2026_arXiv_MA3DSG_Multi_Agent_3D_Scene_Graph_Generation_for_Large_Scale_Indoor_Environments.pdf,2630011,0,[],https://arxiv.org/pdf/2602.04152v1,https://arxiv.org/pdf/2602.04152v1
MOSA: Motion-Guided Semantic Alignment for Dynamic Scene Graph Generation,arXiv,2026,arXiv-2025-2026,2026-04-21,2604.19631v1,/Users/pespi/Code/download/2026_arXiv_MOSA_Motion_Guided_Semantic_Alignment_for_Dynamic_Scene_Graph_Generation.pdf,1482317,0,[],https://arxiv.org/pdf/2604.19631v1,https://arxiv.org/pdf/2604.19631v1
Modernising Reinforcement Learning-Based Navigation for Embodied Semantic Scene Graph Generation,arXiv,2026,arXiv-2025-2026,2026-03-26,2603.25415v2,/Users/pespi/Code/download/2026_arXiv_Modernising_Reinforcement_Learning_Based_Navigation_for_Embodied_Semantic_Scene_Graph_Generation.pdf,1905627,0,[],https://arxiv.org/pdf/2603.25415v2,https://arxiv.org/pdf/2603.25415v2
QPredSGG: Hybrid Quantum Predicate Learning for Long-Tailed Scene Graph Generation,arXiv,2026,arXiv-2025-2026,2026-06-03,2606.04689v1,/Users/pespi/Code/download/2026_arXiv_QPredSGG_Hybrid_Quantum_Predicate_Learning_for_Long_Tailed_Scene_Graph_Generation.pdf,1608487,0,[],https://arxiv.org/pdf/2606.04689v1,https://arxiv.org/pdf/2606.04689v1
REACT++: Efficient Cross-Attention for Real-Time Scene Graph Generation,arXiv,2026,arXiv-2025-2026,2026-03-06,2603.06386v1,/Users/pespi/Code/download/2026_arXiv_REACT_Efficient_Cross_Attention_for_Real_Time_Scene_Graph_Generation.pdf,1486848,0,[],https://arxiv.org/pdf/2603.06386v1,https://arxiv.org/pdf/2603.06386v1
RGB-only Active 3D Scene Graph Generation for Indoor Mobile Robots,arXiv,2026,arXiv-2025-2026,2026-05-18,2605.18197v1,/Users/pespi/Code/download/2026_arXiv_RGB_only_Active_3D_Scene_Graph_Generation_for_Indoor_Mobile_Robots.pdf,1202715,0,[],https://arxiv.org/pdf/2605.18197v1,https://arxiv.org/pdf/2605.18197v1
ReLIC-SGG: Relation Lattice Completion for Open-Vocabulary Scene Graph Generation,arXiv,2026,arXiv-2025-2026,2026-04-24,2604.22546v6,/Users/pespi/Code/download/2026_arXiv_ReLIC_SGG_Relation_Lattice_Completion_for_Open_Vocabulary_Scene_Graph_Generation.pdf,1537030,0,[],https://arxiv.org/pdf/2604.22546v6,https://arxiv.org/pdf/2604.22546v6
ReLaGS: Relational Language Gaussian Splatting,arXiv,2026,arXiv-2025-2026,2026-03-18,2603.17605v1,/Users/pespi/Code/download/2026_arXiv_ReLaGS_Relational_Language_Gaussian_Splatting.pdf,8192,0,[],https://arxiv.org/pdf/2603.17605v1,https://arxiv.org/pdf/2603.17605v1
RelWitness: Open-Vocabulary 3D Scene Graph Generation with Visual-Geometric Relation Witnesses,arXiv,2026,arXiv-2025-2026,2026-05-20,2605.20823v3,/Users/pespi/Code/download/2026_arXiv_RelWitness_Open_Vocabulary_3D_Scene_Graph_Generation_with_Visual_Geometric_Relation_Witnesses.pdf,45056,0,[],https://arxiv.org/pdf/2605.20823v3,https://arxiv.org/pdf/2605.20823v3
Revisiting Weakly-Supervised Video Scene Graph Generation via Pair Affinity Learning,arXiv,2026,arXiv-2025-2026,2026-03-23,2603.21559v1,/Users/pespi/Code/download/2026_arXiv_Revisiting_Weakly_Supervised_Video_Scene_Graph_Generation_via_Pair_Affinity_Learning.pdf,1666958,0,[],https://arxiv.org/pdf/2603.21559v1,https://arxiv.org/pdf/2603.21559v1
SGG-R$^{\rm 3}$: From Next-Token Prediction to End-to-End Unbiased Scene Graph Generation,arXiv,2026,arXiv-2025-2026,2026-03-09,2603.07961v3,/Users/pespi/Code/download/2026_arXiv_SGG_R_From_Next_Token_Prediction_to_End_to_End_Unbiased_Scene_Graph_Generation.pdf,4608161,0,[],https://arxiv.org/pdf/2603.07961v3,https://arxiv.org/pdf/2603.07961v3
SGG-R^3: From Next-Token Prediction to End-to-End Unbiased Scene Graph Generation,arXiv,2026,arXiv-2025-2026,2026-03-09,2603.07961v3,/Users/pespi/Code/download/2026_arXiv_SGG_R_rm_3_From_Next_Token_Prediction_to_End_to_End_Unbiased_Scene_Graph_Generation.pdf,4608161,0,[],https://arxiv.org/abs/2603.07961,https://arxiv.org/pdf/2603.07961v3
SGR3 Model: Scene Graph Retrieval-Reasoning Model in 3D,arXiv,2026,arXiv-2025-2026,2026-03-04,2603.04614v1,/Users/pespi/Code/download/2026_arXiv_SGR3_Model_Scene_Graph_Retrieval_Reasoning_Model_in_3D.pdf,8089568,0,[],https://arxiv.org/pdf/2603.04614v1,https://arxiv.org/pdf/2603.04614v1
Salience-SGG: Enhancing Unbiased Scene Graph Generation with Iterative Salience Estimation,arXiv,2026,arXiv-2025-2026,2026-01-13,2601.08728v1,/Users/pespi/Code/download/2026_arXiv_Salience_SGG_Enhancing_Unbiased_Scene_Graph_Generation_with_Iterative_Salience_Estimation.pdf,5108805,0,[],https://arxiv.org/pdf/2601.08728v1,https://arxiv.org/pdf/2601.08728v1
SceneGraphVLM: Dynamic Scene Graph Generation from Video with Vision-Language Models,arXiv,2026,arXiv-2025-2026,2026-05-13,2605.13667v1,/Users/pespi/Code/download/2026_arXiv_SceneGraphVLM_Dynamic_Scene_Graph_Generation_from_Video_with_Vision_Language_Models.pdf,46287713,0,[],https://arxiv.org/pdf/2605.13667v1,https://arxiv.org/pdf/2605.13667v1
Synthetic Visual Genome 2: Extracting Large-scale Spatio-Temporal Scene Graphs from Videos,arXiv,2026,arXiv-2025-2026,2026-02-26,2602.23543v3,/Users/pespi/Code/download/2026_arXiv_Synthetic_Visual_Genome_2_Extracting_Large_scale_Spatio_Temporal_Scene_Graphs_from_Videos.pdf,24692560,0,[],https://arxiv.org/pdf/2602.23543v3,https://arxiv.org/pdf/2602.23543v3
